"","x"
"915","1907 Deacon Phillippe"
"916","1907 Del Mason"
"917","1907 Doc Newton"
"918","1907 Doc Scanlan"
"919","1907 Doc Tonkin"
"920","1907 Doc White"
"921","1907 Dummy Taylor"
"922","1907 Earl Moore"
"923","1907 Ed Barry"
"924","1907 Ed Karger"
"925","1907 Ed Killian"
"926","1907 Ed Reulbach"
"927","1907 Ed Siever"
"928","1907 Ed Walsh"
"929","1907 Ed Willett"
"930","1907 Eddie Plank"
"931","1907 Elijah Jones"
"932","1907 Elmer Steele"
"933","1907 Elmer Stricklett"
"934","1907 Elwood Richie"
"935","1907 Ernie Lindemann"
"936","1907 Frank Barberich"
"937","1907 Frank Corridon"
"938","1907 Frank Isbell"
"939","1907 Frank Kitson"
"940","1907 Frank Leary"
"941","1907 Frank Oberlin"
"942","1907 Frank Owen"
"943","1907 Frank Smith"
"944","1907 Fred Beebe"
"945","1907 Fred Burchell"
"946","1907 Fred Glade"
"947","1907 Fred Smith"
"948","1907 George Bell"
"949","1907 George Craig"
"950","1907 George McQuillan"
"951","1907 George Mullin"
"952","1907 George Winter"
"953","1907 Glenn Liebhardt"
"954","1907 Gus Dorner"
"955","1907 Hank Gehring"
"956","1907 Harry Coveleski"
"957","1907 Harry Howell"
"958","1907 Harry McIntire"
"959","1907 Harry Wolter"
"960","1907 Heinie Berger"
"961","1907 Henry Mathewson"
"962","1907 Herm Malloy"
"963","1907 Hooks Wiltse"
"964","1907 Howie Camnitz"
"965","1907 Irv Young"
"966","1907 Jack Chesbro"
"967","1907 Jack Coombs"
"968","1907 Jack Pfiester"
"969","1907 Jack Powell"
"970","1907 Jack Taylor"
"971","1907 Jake Boultes"
"972","1907 Jake Thielman"
"973","1907 Jake Weimer"
"974","1907 Jesse Tannehill"
"975","1907 Jesse Whiting"
"976","1907 Jim Pastorius"
"977","1907 Jimmy Dygert"
"978","1907 Joe Harris"
"979","1907 Joe McGinnity"
"980","1907 John Eubank"
"981","1907 John McCloskey"
"982","1907 John McDonald"
"983","1907 John Neuer"
"984","1907 Johnny Lush"
"985","1907 Kid Durbin"
"986","1907 King Brady"
"987","1907 Lefty Leifield"
"988","1907 Lew Brockett"
"989","1907 Lew Moren"
"990","1907 Lou Fiene"
"991","1907 Mike Lynch"
"992","1907 Mordecai Brown"
"993","1907 Nap Rucker"
"994","1907 Nick Altrock"
"995","1907 Nick Maddox"
"996","1907 Orval Overall"
"997","1907 Oscar Graham"
"998","1907 Otto Hess"
"999","1907 Patsy Flaherty"
"1000","1907 Ralph Glaze"
"1001","1907 Ray Tift"
"1002","1907 Red Ames"
"1003","1907 Roy Beecher"
"1004","1907 Roy Castleton"
"1005","1907 Roy Hitt"
"1006","1907 Roy Patterson"
"1007","1907 Rube Dessau"
"1008","1907 Rube Kroh"
"1009","1907 Rube Manning"
"1010","1907 Rube Vickers"
"1011","1907 Rube Waddell"
"1012","1907 Sam Edmonston"
"1013","1907 Sam Frock"
"1014","1907 Sam Hope"
"1015","1907 Sam Lanford"
"1016","1907 Sam Leever"
"1017","1907 Slow Joe Doyle"
"1018","1907 Stoney McGlynn"
"1019","1907 Tex Pruiett"
"1020","1907 Togie Pittinger"
"1021","1907 Tom Hughes"
"1022","1907 Tully Sparks"
"1023","1907 Vic Willis"
"1024","1907 Vive Lindaman"
"1025","1907 Walter Clarkson"
"1026","1907 Walter Johnson"
"1027","1907 Weldon Henley"
"1028","1908 Abe Kruger"
"1029","1908 Addie Joss"
"1030","1908 Al Kellogg"
"1031","1908 Al Mattern"
"1032","1908 Al Orth"
"1033","1908 Andy Coakley"
"1034","1908 Andy Nelson"
"1035","1908 Andy O'Connor"
"1036","1908 Art Fromme"
"1037","1908 Barney Pelty"
"1038","1908 Bert Maxwell"
"1039","1908 Bert Sincock"
"1040","1908 Big Jeff Pfeffer"
"1041","1908 Bill Bailey"
"1042","1908 Bill Burns"
"1043","1908 Bill Chappelle"
"1044","1908 Bill Dinneen"
"1045","1908 Bill Donovan"
"1046","1908 Bill Foxen"
"1047","1908 Bill Grahame"
"1048","1908 Bill Hogg"
"1049","1908 Bill Lattimore"
"1050","1908 Bill Mack"
"1051","1908 Bill Malarkey"
"1052","1908 Bill Tozer"
"1053","1908 Billy Campbell"
"1054","1908 Bob Ewing"
"1055","1908 Bob Rhoads"
"1056","1908 Bob Spade"
"1057","1908 Bob Vail"
"1058","1908 Bugs Raymond"
"1059","1908 Bull Durham"
"1060","1908 Burt Keeley"
"1061","1908 Buster Brown"
"1062","1908 Carl Lundgren"
"1063","1908 Carl Spongberg"
"1064","1908 Casey Patten"
"1065","1908 Cecil Ferguson"
"1066","1908 Charlie Chech"
"1067","1908 Charlie Hartman"
"1068","1908 Charlie Maloney"
"1069","1908 Charlie Rhodes"
"1070","1908 Charlie Smith"
"1071","1908 Chick Brandom"
"1072","1908 Chick Fraser"
"1073","1908 Chief Bender"
"1074","1908 Christy Mathewson"
"1075","1908 Cy Falkenberg"
"1076","1908 Cy Morgan"
"1077","1908 Cy Young"
"1078","1908 Deacon Phillippe"
"1079","1908 Doc Crandall"
"1080","1908 Doc Martin"
"1081","1908 Doc McMahon"
"1082","1908 Doc Newton"
"1083","1908 Doc White"
"1084","1908 Dode Criss"
"1085","1908 Dummy Taylor"
"1086","1908 Earl Moore"
"1087","1908 Ed Foster"
"1088","1908 Ed Karger"
"1089","1908 Ed Killian"
"1090","1908 Ed Reulbach"
"1091","1908 Ed Siever"
"1092","1908 Ed Summers"
"1093","1908 Ed Walsh"
"1094","1908 Ed Willett"
"1095","1908 Eddie Cicotte"
"1096","1908 Eddie Files"
"1097","1908 Eddie Plank"
"1098","1908 Eli Cates"
"1099","1908 Elmer Steele"
"1100","1908 Elwood Richie"
"1101","1908 Frank Arellanes"
"1102","1908 Frank Corridon"
"1103","1908 Frank Owen"
"1104","1908 Frank Smith"
"1105","1908 Fred Beebe"
"1106","1908 Fred Burchell"
"1107","1908 Fred Gaiser"
"1108","1908 Fred Glade"
"1109","1908 Fred Olmstead"
"1110","1908 George Bell"
"1111","1908 George McQuillan"
"1112","1908 George Mullin"
"1113","1908 George Suggs"
"1114","1908 George Winter"
"1115","1908 Glenn Liebhardt"
"1116","1908 Gus Dorner"
"1117","1908 Gus Salve"
"1118","1908 Hal Chase"
"1119","1908 Hank Gehring"
"1120","1908 Harley Young"
"1121","1908 Harry Billiard"
"1122","1908 Harry Coveleski"
"1123","1908 Harry Hoch"
"1124","1908 Harry Howell"
"1125","1908 Harry Krause"
"1126","1908 Harry McIntire"
"1127","1908 Heinie Berger"
"1128","1908 Herm Malloy"
"1129","1908 Hippo Vaughn"
"1130","1908 Homer Hillebrand"
"1131","1908 Hooks Wiltse"
"1132","1908 Howie Camnitz"
"1133","1908 Irv Higginbotham"
"1134","1908 Irv Young"
"1135","1908 Jack Chesbro"
"1136","1908 Jack Coombs"
"1137","1908 Jack Doscher"
"1138","1908 Jack Flater"
"1139","1908 Jack Graney"
"1140","1908 Jack Pfiester"
"1141","1908 Jack Powell"
"1142","1908 Jack Rowan"
"1143","1908 Jack Ryan"
"1144","1908 Jack Warhop"
"1145","1908 Jake Boultes"
"1146","1908 Jake Thielman"
"1147","1908 Jake Volz"
"1148","1908 Jake Weimer"
"1149","1908 Jean Dubuc"
"1150","1908 Jesse Tannehill"
"1151","1908 Jim Holmes"
"1152","1908 Jim Pastorius"
"1153","1908 Jimmy Dygert"
"1154","1908 Joe Lake"
"1155","1908 Joe McGinnity"
"1156","1908 Joe Wood"
"1157","1908 Johnny Lush"
"1158","1908 Kaiser Wilhelm"
"1159","1908 King Brady"
"1160","1908 Lefty Leifield"
"1161","1908 Lew Moren"
"1162","1908 Lou Fiene"
"1163","1908 Marty O'Toole"
"1164","1908 Mordecai Brown"
"1165","1908 Moxie Manuel"
"1166","1908 Nap Rucker"
"1167","1908 Nick Altrock"
"1168","1908 Nick Carter"
"1169","1908 Nick Maddox"
"1170","1908 Orson Baldwin"
"1171","1908 Orval Overall"
"1172","1908 Otto Hess"
"1173","1908 Patsy Flaherty"
"1174","1908 Pembroke Finlayson"
"1175","1908 Pete Wilson"
"1176","1908 Ralph Glaze"
"1177","1908 Ralph Savidge"
"1178","1908 Red Ames"
"1179","1908 Roy Beecher"
"1180","1908 Roy Witherup"
"1181","1908 Rube Kroh"
"1182","1908 Rube Manning"
"1183","1908 Rube Marquard"
"1184","1908 Rube Vickers"
"1185","1908 Rube Waddell"
"1186","1908 Sam Leever"
"1187","1908 Slim Sallee"
"1188","1908 Slow Joe Doyle"
"1189","1908 Stoney McGlynn"
"1190","1908 Tex Pruiett"
"1191","1908 Tom Hughes"
"1192","1908 Tom McCarthy"
"1193","1908 Tom Tuckey"
"1194","1908 Tully Sparks"
"1195","1908 Vic Willis"
"1196","1908 Victor Schlitzer"
"1197","1908 Vive Lindaman"
"1198","1908 Walter Clarkson"
"1199","1908 Walter Johnson"
"1200","1909 Addie Joss"
"1201","1909 Al Klawitter"
"1202","1909 Al Mattern"
"1203","1909 Al Orth"
"1204","1909 Andy Coakley"
"1205","1909 Art Fromme"
"1206","1909 Babe Adams"
"1207","1909 Barney Pelty"
"1208","1909 Ben Van Dyke"
"1209","1909 Bill Bailey"
"1210","1909 Bill Burns"
"1211","1909 Bill Chappelle"
"1212","1909 Bill Cooney"
"1213","1909 Bill Dinneen"
"1214","1909 Bill Donovan"
"1215","1909 Bill Forman"
"1216","1909 Bill Foxen"
"1217","1909 Bill Grahame"
"1218","1909 Bill Lelivelt"
"1219","1909 Bill McCorry"
"1220","1909 Bill Powell"
"1221","1909 Billy Campbell"
"1222","1909 Bob Ewing"
"1223","1909 Bob Groom"
"1224","1909 Bob Harmon"
"1225","1909 Bob Rhoads"
"1226","1909 Bob Spade"
"1227","1909 Bugs Raymond"
"1228","1909 Bull Durham"
"1229","1909 Burt Keeley"
"1230","1909 Buster Brown"
"1231","1909 Carl Lundgren"
"1232","1909 Carl Sitton"
"1233","1909 Cecil Ferguson"
"1234","1909 Charles Schmidt"
"1235","1909 Charley Hall"
"1236","1909 Charlie Chech"
"1237","1909 Charlie Rhodes"
"1238","1909 Charlie Smith"
"1239","1909 Charlie Wacker"
"1240","1909 Chet Carmichael"
"1241","1909 Chet Nourse"
"1242","1909 Chick Brandom"
"1243","1909 Chick Evans"
"1244","1909 Chick Fraser"
"1245","1909 Chief Bender"
"1246","1909 Christy Mathewson"
"1247","1909 Chuck Rose"
"1248","1909 Clark Griffith"
"1249","1909 Cliff Curtis"
"1250","1909 Cy Falkenberg"
"1251","1909 Cy Morgan"
"1252","1909 Cy Young"
"1253","1909 Deacon Phillippe"
"1254","1909 Dick Carroll"
"1255","1909 Dixie Walker"
"1256","1909 Doc Crandall"
"1257","1909 Doc Newton"
"1258","1909 Doc Reisling"
"1259","1909 Doc Scanlan"
"1260","1909 Doc White"
"1261","1909 Dode Criss"
"1262","1909 Dolly Gray"
"1263","1909 Earl Moore"
"1264","1909 Ed Karger"
"1265","1909 Ed Killian"
"1266","1909 Ed Kusel"
"1267","1909 Ed Lafitte"
"1268","1909 Ed Reulbach"
"1269","1909 Ed Summers"
"1270","1909 Ed Walsh"
"1271","1909 Ed Willett"
"1272","1909 Eddie Cicotte"
"1273","1909 Eddie Dent"
"1274","1909 Eddie Higgins"
"1275","1909 Eddie Plank"
"1276","1909 Elijah Jones"
"1277","1909 Elmer Knetzer"
"1278","1909 Elmer Steele"
"1279","1909 Elwood Richie"
"1280","1909 Forrest More"
"1281","1909 Frank Arellanes"
"1282","1909 Frank Corridon"
"1283","1909 Frank Oberlin"
"1284","1909 Frank Owen"
"1285","1909 Frank Scanlan"
"1286","1909 Frank Smith"
"1287","1909 Fred Anderson"
"1288","1909 Fred Beebe"
"1289","1909 Fred Burchell"
"1290","1909 Fred Olmstead"
"1291","1909 Fred Winchell"
"1292","1909 Gene Moore"
"1293","1909 George Bell"
"1294","1909 George Daly"
"1295","1909 George Hunter"
"1296","1909 George McConnell"
"1297","1909 George McQuillan"
"1298","1909 George Mullin"
"1299","1909 George Suggs"
"1300","1909 Glenn Liebhardt"
"1301","1909 Grover Lowdermilk"
"1302","1909 Gus Dorner"
"1303","1909 Harry Ables"
"1304","1909 Harry Camnitz"
"1305","1909 Harry Coveleski"
"1306","1909 Harry Gaspar"
"1307","1909 Harry Howell"
"1308","1909 Harry Krause"
"1309","1909 Harry McIntire"
"1310","1909 Harry Otis"
"1311","1909 Harry Sullivan"
"1312","1909 Harry Suter"
"1313","1909 Harry Wolter"
"1314","1909 Heinie Berger"
"1315","1909 Hooks Wiltse"
"1316","1909 Howie Camnitz"
"1317","1909 Irv Higginbotham"
"1318","1909 Jack Bushelman"
"1319","1909 Jack Chesbro"
"1320","1909 Jack Coombs"
"1321","1909 Jack Gilligan"
"1322","1909 Jack Pfiester"
"1323","1909 Jack Powell"
"1324","1909 Jack Quinn"
"1325","1909 Jack Rowan"
"1326","1909 Jack Ryan"
"1327","1909 Jack Warhop"
"1328","1909 Jake Boultes"
"1329","1909 Jake Weimer"
"1330","1909 Jean Dubuc"
"1331","1909 Jerry Upp"
"1332","1909 Jesse Tannehill"
"1333","1909 Jim Pastorius"
"1334","1909 Jim Scott"
"1335","1909 Jimmy Dygert"
"1336","1909 Joe Bernard"
"1337","1909 Joe Hovlik"
"1338","1909 Joe Lake"
"1339","1909 Joe Ohl"
"1340","1909 Joe Wood"
"1341","1909 John Kull"
"1342","1909 John Raleigh"
"1343","1909 Johnny Lush"
"1344","1909 Kaiser Wilhelm"
"1345","1909 Kid Speer"
"1346","1909 King Cole"
"1347","1909 Kirby White"
"1348","1909 Larry Pape"
"1349","1909 Lefty Leifield"
"1350","1909 Les Backman"
"1351","1909 Lew Brockett"
"1352","1909 Lew Moren"
"1353","1909 Lou Fiene"
"1354","1909 Louis Drucke"
"1355","1909 Lucky Wright"
"1356","1909 Mordecai Brown"
"1357","1909 Nap Rucker"
"1358","1909 Nick Altrock"
"1359","1909 Nick Maddox"
"1360","1909 Orth Collins"
"1361","1909 Orval Overall"
"1362","1909 Pat Ragan"
"1363","1909 Pembroke Finlayson"
"1364","1909 Pete Wilson"
"1365","1909 Phil Stremmel"
"1366","1909 Ralph Savidge"
"1367","1909 Ralph Works"
"1368","1909 Ray Brown"
"1369","1909 Ray Collins"
"1370","1909 Red Ames"
"1371","1909 Red Booles"
"1372","1909 Red Waller"
"1373","1909 Rip Hagerman"
"1374","1909 Roy Castleton"
"1375","1909 Roy Witherup"
"1376","1909 Rube Kroh"
"1377","1909 Rube Manning"
"1378","1909 Rube Marquard"
"1379","1909 Rube Vickers"
"1380","1909 Rube Waddell"
"1381","1909 Rudy Schwenck"
"1382","1909 Russ Ford"
"1383","1909 Sam Fletcher"
"1384","1909 Sam Frock"
"1385","1909 Sam Leever"
"1386","1909 Slim Sallee"
"1387","1909 Slow Joe Doyle"
"1388","1909 Steve Melter"
"1389","1909 Tom Cantwell"
"1390","1909 Tom Hughes"
"1391","1909 Tom McCarthy"
"1392","1909 Tom Tuckey"
"1393","1909 Tommy Atkins"
"1394","1909 Tully Sparks"
"1395","1909 Vic Willis"
"1396","1909 Victor Schlitzer"
"1397","1909 Vive Lindaman"
"1398","1909 Walter Doan"
"1399","1909 Walter Johnson"
"1400","1909 William Matthews"
"1401","1909 Willie Mitchell"
"1402","1910 Ad Brennan"
"1403","1910 Addie Joss"
"1404","1910 Al Carson"
"1405","1910 Al Klawitter"
"1406","1910 Al Mattern"
"1407","1910 Alex Malloy"
"1408","1910 Art Fromme"
"1409","1910 Art Loudell"
"1410","1910 Babe Adams"
"1411","1910 Barney Pelty"
"1412","1910 Barney Slaughter"
"1413","1910 Ben Hunt"
"1414","1910 Benyew DeMott"
"1415","1910 Bert Humphries"
"1416","1910 Big Jeff Pfeffer"
"1417","1910 Bill Bailey"
"1418","1910 Bill Burns"
"1419","1910 Bill Chambers"
"1420","1910 Bill Crouch"
"1421","1910 Bill Culp"
"1422","1910 Bill Donovan"
"1423","1910 Bill Forman"
"1424","1910 Bill Foxen"
"1425","1910 Bill Grahame"
"1426","1910 Bill Lelivelt"
"1427","1910 Bill O'Hara"
"1428","1910 Bill Otey"
"1429","1910 Bill Powell"
"1430","1910 Bill Steele"
"1431","1910 Billy Burke"
"1432","1910 Bob Ewing"
"1433","1910 Bob Groom"
"1434","1910 Bob Harmon"
"1435","1910 Bob Spade"
"1436","1910 Bugs Raymond"
"1437","1910 Bunny Hearn"
"1438","1910 Buster Brown"
"1439","1910 Cecil Ferguson"
"1440","1910 Charley Hall"
"1441","1910 Charlie Girard"
"1442","1910 Charlie Pickett"
"1443","1910 Charlie Smith"
"1444","1910 Chick Evans"
"1445","1910 Chief Bender"
"1446","1910 Chief Chouneau"
"1447","1910 Chris Mahoney"
"1448","1910 Christy Mathewson"
"1449","1910 Cleon Webb"
"1450","1910 Cliff Curtis"
"1451","1910 Cy Alberts"
"1452","1910 Cy Barger"
"1453","1910 Cy Falkenberg"
"1454","1910 Cy Morgan"
"1455","1910 Cy Young"
"1456","1910 Dave Skeels"
"1457","1910 Deacon Phillippe"
"1458","1910 Dick Rudolph"
"1459","1910 Dixie Walker"
"1460","1910 Doc Crandall"
"1461","1910 Doc Reisling"
"1462","1910 Doc Scanlan"
"1463","1910 Doc White"
"1464","1910 Dode Criss"
"1465","1910 Dolly Gray"
"1466","1910 Dutch Hinrichs"
"1467","1910 Earl Moore"
"1468","1910 Ed Hendricks"
"1469","1910 Ed Karger"
"1470","1910 Ed Killian"
"1471","1910 Ed Kinsella"
"1472","1910 Ed Konetchy"
"1473","1910 Ed Moyer"
"1474","1910 Ed Reulbach"
"1475","1910 Ed Summers"
"1476","1910 Ed Walsh"
"1477","1910 Ed Willett"
"1478","1910 Ed Zmich"
"1479","1910 Eddie Cicotte"
"1480","1910 Eddie Higgins"
"1481","1910 Eddie Plank"
"1482","1910 Eddie Stack"
"1483","1910 Elmer Knetzer"
"1484","1910 Elmer Koestner"
"1485","1910 Elmer Rieger"
"1486","1910 Elmer Steele"
"1487","1910 Elwood Richie"
"1488","1910 Farmer Ray"
"1489","1910 Frank Arellanes"
"1490","1910 Frank Barberich"
"1491","1910 Frank Browning"
"1492","1910 Frank Corridon"
"1493","1910 Frank Lange"
"1494","1910 Frank Oberlin"
"1495","1910 Frank Schneiberg"
"1496","1910 Frank Smith"
"1497","1910 Fred Beebe"
"1498","1910 Fred Blanding"
"1499","1910 Fred Link"
"1500","1910 Fred Miller"
"1501","1910 Fred Olmstead"
"1502","1910 Gene Moore"
"1503","1910 George Bell"
"1504","1910 George Chalmers"
"1505","1910 George Crable"
"1506","1910 George Kahler"
"1507","1910 George McQuillan"
"1508","1910 George Mullin"
"1509","1910 George Suggs"
"1510","1910 Harry Coveleski"
"1511","1910 Harry Fanwell"
"1512","1910 Harry Gaspar"
"1513","1910 Harry Howell"
"1514","1910 Harry Kirsch"
"1515","1910 Harry Krause"
"1516","1910 Harry McIntire"
"1517","1910 Harry Patton"
"1518","1910 Heinie Berger"
"1519","1910 Hippo Vaughn"
"1520","1910 Hooks Wiltse"
"1521","1910 Howie Camnitz"
"1522","1910 Hub Pernoll"
"1523","1910 Irv Young"
"1524","1910 Jack Coombs"
"1525","1910 Jack Ferry"
"1526","1910 Jack Gilligan"
"1527","1910 Jack Mercer"
"1528","1910 Jack Pfiester"
"1529","1910 Jack Powell"
"1530","1910 Jack Quinn"
"1531","1910 Jack Rowan"
"1532","1910 Jack Warhop"
"1533","1910 Jim Moroney"
"1534","1910 Jim Scott"
"1535","1910 Jimmy Dygert"
"1536","1910 Joe Hovlik"
"1537","1910 Joe Lake"
"1538","1910 Joe Wood"
"1539","1910 John Frill"
"1540","1910 John Raleigh"
"1541","1910 Johnny Lush"
"1542","1910 Kaiser Wilhelm"
"1543","1910 King Cole"
"1544","1910 Kirby White"
"1545","1910 Lefty Leifield"
"1546","1910 Lefty Russell"
"1547","1910 Lefty Tyler"
"1548","1910 Les Backman"
"1549","1910 Lew Moren"
"1550","1910 Lou Schettler"
"1551","1910 Louis Drucke"
"1552","1910 Louis LeRoy"
"1553","1910 Marc Hall"
"1554","1910 Marty McHale"
"1555","1910 Marv Peasley"
"1556","1910 Mordecai Brown"
"1557","1910 Mysterious Walker"
"1558","1910 Nap Rucker"
"1559","1910 Nick Maddox"
"1560","1910 Orlie Weaver"
"1561","1910 Orval Overall"
"1562","1910 Patsy Flaherty"
"1563","1910 Phil Stremmel"
"1564","1910 Ralph Good"
"1565","1910 Ralph Stroud"
"1566","1910 Ralph Works"
"1567","1910 Ray Boyd"
"1568","1910 Ray Caldwell"
"1569","1910 Ray Collins"
"1570","1910 Ray Fisher"
"1571","1910 Red Ames"
"1572","1910 Red Nelson"
"1573","1910 Roger Bresnahan"
"1574","1910 Roy Castleton"
"1575","1910 Roy Golden"
"1576","1910 Roy Mitchell"
"1577","1910 Rube Benton"
"1578","1910 Rube Dessau"
"1579","1910 Rube Geyer"
"1580","1910 Rube Kroh"
"1581","1910 Rube Manning"
"1582","1910 Rube Marquard"
"1583","1910 Rube Waddell"
"1584","1910 Russ Ford"
"1585","1910 Sam Frock"
"1586","1910 Sam Leever"
"1587","1910 Sandy Burk"
"1588","1910 Skip Dowd"
"1589","1910 Slim Sallee"
"1590","1910 Slow Joe Doyle"
"1591","1910 Spec Harkness"
"1592","1910 Tom Cantwell"
"1593","1910 Tom Hughes"
"1594","1910 Tommy Atkins"
"1595","1910 Tully Sparks"
"1596","1910 Vic Willis"
"1597","1910 Walt Dickson"
"1598","1910 Walt Slagle"
"1599","1910 Walter Doan"
"1600","1910 Walter Johnson"
"1601","1910 William Parson"
"1602","1910 Willie Mitchell"
"1603","1910 Wingo Anderson"
"1604","1911 Ad Brennan"
"1605","1911 Al Mattern"
"1606","1911 Allan Collamore"
"1607","1911 Andy Coakley"
"1608","1911 Art Fromme"
"1609","1911 Babe Adams"
"1610","1911 Barney Pelty"
"1611","1911 Barney Schreiber"
"1612","1911 Benyew DeMott"
"1613","1911 Bert Hall"
"1614","1911 Bert Humphries"
"1615","1911 Bert Maxwell"
"1616","1911 Big Jeff Pfeffer"
"1617","1911 Bill Bailey"
"1618","1911 Bill Burns"
"1619","1911 Bill Donovan"
"1620","1911 Bill Foxen"
"1621","1911 Bill Harper"
"1622","1911 Bill James"
"1623","1911 Bill McTigue"
"1624","1911 Bill Otey"
"1625","1911 Bill Schardt"
"1626","1911 Bill Steele"
"1627","1911 Billy Burke"
"1628","1911 Blaine Thomas"
"1629","1911 Bob Ewing"
"1630","1911 Bob Groom"
"1631","1911 Bob Harmon"
"1632","1911 Bobby Keefe"
"1633","1911 Brad Hogg"
"1634","1911 Buck O'Brien"
"1635","1911 Buck Stanley"
"1636","1911 Bugs Raymond"
"1637","1911 Bugs Reisigl"
"1638","1911 Bunny Hearn"
"1639","1911 Buster Brown"
"1640","1911 Carl Cashion"
"1641","1911 Carroll Brown"
"1642","1911 Casey Hageman"
"1643","1911 Cecil Ferguson"
"1644","1911 Charley Hall"
"1645","1911 Charlie Becker"
"1646","1911 Charlie Faust"
"1647","1911 Charlie Smith"
"1648","1911 Chief Bender"
"1649","1911 Christy Mathewson"
"1650","1911 Clarence Mitchell"
"1651","1911 Claude Hendrix"
"1652","1911 Cliff Curtis"
"1653","1911 Curly Brown"
"1654","1911 Cy Barger"
"1655","1911 Cy Falkenberg"
"1656","1911 Cy Morgan"
"1657","1911 Cy Slapnicka"
"1658","1911 Cy Young"
"1659","1911 Dave Danforth"
"1660","1911 Deacon Phillippe"
"1661","1911 Dick Rudolph"
"1662","1911 Dixie Walker"
"1663","1911 Doc Crandall"
"1664","1911 Doc Martin"
